Scenario,R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized
full_grid,0.0,0.0,0,0,1.2000000000000002,0.55,20799.952903266883,5602.099489543104,118.63990263925287,1.1344105326850251,1.0438446509980077,1.263198793273655
full_grid,0.0,0.0,0,0,1.2000000000000002,0.6,20500.055639528615,5544.650984916052,110.3015103954194,1.1180544084048265,1.0331402152101898,1.1744171373051688
full_grid,0.0,0.0,0,0,1.2000000000000002,0.65,20336.56722768527,5501.722975026697,104.70298606841577,1.1091378989670622,1.0251413973411685,1.114807773030081
full_grid,0.0,0.0,0,0,1.2000000000000002,0.7,20278.487444670336,5469.694704049689,101.2219766951643,1.1059702803722211,1.0191735384335445,1.0777442999333768
full_grid,0.0,0.0,0,0,1.2000000000000002,0.75,20289.333046567528,5441.4853868494565,99.3916325606221,1.106561789645473,1.013917268900536,1.0582560126826737
full_grid,0.0,0.0,0,0,1.2000000000000002,0.8,20435.477959137686,5416.637269999826,99.16091928901561,1.1145324003910329,1.009287295100664,1.055799531180226
full_grid,0.0,0.0,0,0,1.2000000000000002,0.8500000000000001,21449.52639861297,5397.637681287311,103.03442993935573,1.1698376809242834,1.0057470832415671,1.0970420968802368
full_grid,0.0,0.0,0,0,1.2000000000000002,0.9,23497.108547325955,5383.60747974057,111.48822968000002,1.2815109508994778,1.003132822130295,1.1870525351341354
full_grid,0.0,0.0,0,0,1.3,0.5,22490.774568726883,5736.990726389005,134.54370047999998,1.2266264100531226,1.0689790664633039,1.4325318573944705
full_grid,0.0,0.0,0,0,1.3,0.55,22014.722833722542,5660.108646453634,122.63578743925287,1.2006629809625171,1.054653553671548,1.3057443175461143
full_grid,0.0,0.0,0,0,1.3,0.6,21716.40605633805,5602.595711244061,114.2973951954194,1.1843930549720372,1.0439371124705719,1.2169626615776281
full_grid,0.0,0.0,0,0,1.3,0.65,21554.49813084848,5559.619730122471,108.69887086841577,1.1755627438239908,1.0359293560751526,1.1573532973025402
full_grid,0.0,0.0,0,0,1.3,0.7,21497.998834187325,5527.55590019383,105.21786149516429,1.172481323518869,1.0299548714334579,1.1202898242058361
full_grid,0.0,0.0,0,0,1.3,0.75,21510.224108468632,5499.319155752921,103.38751736062211,1.1731480788703919,1.024693491355996,1.1008015369551332
full_grid,0.0,0.0,0,0,1.3,0.8,21658.324765820733,5474.449880972656,103.15680408901561,1.1812253541593858,1.0200595751783137,1.0983450554526852
full_grid,0.0,0.0,0,0,1.3,0.8500000000000001,22681.605920948346,5455.434525158972,107.03031473935572,1.237034178615548,1.0165164254199084,1.139587621152696
full_grid,0.0,0.0,0,0,1.3,0.9,24747.29514003367,5441.392665889458,115.48411448,1.3496949917569205,1.0138999921138043,1.2295980594065945
full_grid,0.0,0.25,0,1,0.8,0.5,19431.82707543572,5598.877622187901,122.51020760000002,1.059794193102529,1.0432443173175312,1.3044072269225149
full_grid,0.0,0.25,0,1,0.8,0.55,18952.156122000004,5522.198536731356,110.60421067800286,1.033633375127067,1.028956628684611,1.177640088632478
full_grid,0.0,0.25,0,1,0.8,0.6,18650.40997518414,5464.837687271738,102.27156679041939,1.0171764144436957,1.0182685257694648,1.0889196373389518
full_grid,0.0,0.25,0,1,0.8,0.65,18485.262529263196,5421.9755616809525,96.68262305716577,1.008169422794723,1.0102819841859279,1.0294122808554638
full_grid,0.0,0.25,0,1,0.8,0.7,18425.713561170665,5389.996867677719,93.21502651516428,1.004921676180639,1.004323363004086,0.9924916186669993
full_grid,0.0,0.25,0,1,0.8,0.75,18435.544242916876,5361.827106704814,91.40192744937211,1.0054578326310042,0.9990744640214194,0.973186945441176
full_grid,0.0,0.25,0,1,0.8,0.8,18580.081931310706,5337.010864390691,91.19229148401563,1.0133407868302973,0.9944504294347755,0.9709548810802479
full_grid,0.0,0.25,0,1,0.8,0.8500000000000001,19582.889084934606,5318.0363127037135,95.09071167810573,1.0680329778469495,0.9909148827490183,1.012462667038418
full_grid,0.0,0.25,0,1,0.8,0.9,21607.439417924223,5304.0260386143855,103.5732532,1.1784501135191017,0.9883043347402835,1.1027791286671158
full_grid,0.0,0.25,0,1,0.9,0.5,19367.413059414725,5588.039330436166,123.04054280000001,1.0562811111947674,1.0412248078653834,1.31005388348382
full_grid,0.0,0.25,0,1,0.9,0.55,18887.39088678928,5511.379418985447,111.13454587800285,1.0301011380438123,1.0269406919436328,1.1832867451937832
full_grid,0.0,0.25,0,1,0.9,0.6,18585.293520783693,5454.03288608832,102.80190199041938,1.0136250221849483,1.0162552566475114,1.094566293900257
full_grid,0.0,0.25,0,1,0.9,0.65,18419.79485567302,5411.181418530136,97.21295825716577,1.0045988753604826,1.0082707009855638,1.035058937416769
full_grid,0.0,0.25,0,1,0.9,0.7,18359.894668390756,5379.210623378438,93.7453617151643,1.0013319735709054,1.0023135516044173,0.9981382752283046
full_grid,0.0,0.25,0,1,0.9,0.75,18369.37960769187,5351.046676710432,91.93226264937212,1.0018492735424536,0.9970657360068422,0.9788336020024813
full_grid,0.0,0.25,0,1,0.9,0.8,18513.417438497545,5326.23467022253,91.72262668401561,1.009704965963055,0.9924424906858214,0.9766015376415528
full_grid,0.0,0.25,0,1,0.9,0.8500000000000001,19514.107629895443,5307.263155503185,95.62104687810573,1.0642816997833549,0.9889075098811991,1.0181093235997232
full_grid,0.0,0.25,0,1,0.9,0.9,21534.568921832368,5293.255004289794,104.1035884,1.1744758228717609,0.986297357430004,1.108425785228421
full_grid,0.0,0.25,0,1,1.0,0.5,19307.07313286919,5577.201038684433,123.57087800000002,1.0529902264253146,1.039205298413236,1.3157005400451252
full_grid,0.0,0.25,0,1,1.0,0.55,18826.699741054017,5500.56030123954,111.66488107800285,1.0267910980988666,1.024924755202655,1.1889334017550883
full_grid,0.0,0.25,0,1,1.0,0.6,18524.251155858703,5443.228084904905,103.33223719041939,1.0102958270645097,1.0142419875255586,1.100212950461562
