R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,N_panel_classes,N_truss_types,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized,Cost_fitness,Carbon_fitness,Time_fitness,NZ_feasible,Hard_violations,Soft_violations,Penalty_cost,Penalty_carbon,Penalty_time,Total_constraint_penalty,Max_panel_width_m,Panel_height_m,Panel_lift_mass_kg,Factory_repetition_score,Carbon_intensity_kgCO2e_m2,CFS_framing_A1_A5_carbon_kgCO2e,CFS_framing_A1_A5_carbon_normalized
0.0,0.0,0,0,4.0,17.0,1.3,0.85,22681.60592094834,5455.434525158972,107.0303147393557,1.2370341786155477,1.0165164254199084,1.1395876211526959,1.2412008452822143,1.0190164254199083,1.1520876211526958,True,None,OCI_gt_1.20,0.004166666666666674,0.0025000000000000044,0.012500000000000022,0.0191666666666667,2.1,2.7,43.51805982222223,0.7192982456140351,55.50232496193965,5455.434525158972,1.0165164254199084
0.0,0.0,0,0,4.0,17.0,1.3,0.9,24747.29514003367,5441.392665889458,115.48411448,1.3496949917569205,1.0138999921138043,1.2295980594065945,1.3538616584235872,1.0163999921138043,1.2420980594065945,True,None,OCI_gt_1.20,0.004166666666666674,0.0025000000000000044,0.012500000000000022,0.0191666666666667,2.1,2.7,43.45403128888889,0.7192982456140351,55.35946634405097,5441.392665889458,1.0138999921138043
0.0,0.167,0,0,4.0,16.499,0.8,0.5,19444.317238060474,5601.79721462723,122.703936904,1.060475395223628,1.043788327818697,1.3064699277305105,1.060475395223628,1.043788327818697,1.3064699277305105,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.806532074133344,0.7280877192982456,56.9913850021083,5601.79721462723,1.043788327818697
0.0,0.167,0,0,4.0,16.499,0.8,0.55,18964.71679886537,5525.1124845025915,110.79730383057785,1.0343184230307807,1.0294995874092765,1.1796960161231116,1.0343184230307807,1.0294995874092765,1.1796960161231116,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.806532074133344,0.7280877192982456,56.21121235199804,5525.1124845025915,1.0294995874092765
0.0,0.167,0,0,4.0,16.499,0.8,0.6,18662.978136422123,5467.747252223374,102.46275148871939,1.0178618705382916,1.018810667839088,1.0909552448774988,1.0178618705382916,1.018810667839088,1.0909552448774988,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.806532074133344,0.7280877192982456,55.62759179000706,5467.747252223374,1.018810667839088
0.0,0.167,0,0,4.0,16.499,0.8,0.65,18497.775145005795,5424.881657377122,96.87062699834077,1.0088518494884688,1.0108234798258031,1.0314140218071997,1.0088518494884688,1.0108234798258031,1.0314140218071997,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.806532074133344,0.7280877192982456,55.191487174715355,5424.881657377122,1.0108234798258031
0.0,0.167,0,0,4.0,16.499,0.8,0.7,18438.107601549873,5392.900146421727,93.39857739636429,1.0055976358818022,1.004864333758523,0.9944459463971996,1.0055976358818022,1.004864333758523,0.9944459463971996,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.806532074133344,0.7280877192982456,54.8661147033505,5392.900146421727,1.004864333758523
0.0,0.167,0,0,4.0,16.499,0.8,0.75,18447.77313998546,5364.72795953728,91.57975296774711,1.0061247855660536,0.9996149827533974,0.9750803133151164,1.0061247855660536,0.9996149827533974,0.9750803133151164,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.76811495413333,0.7280877192982456,54.57949741115534,5364.72795953728,0.9996149827533974
0.0,0.167,0,0,4.0,16.499,0.8,0.8,18592.139460926443,5339.909559064348,91.36311933671561,1.0139983935401713,0.9949905460349219,0.9727737424632035,1.0139983935401713,0.9949905460349219,0.9727737424632035,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.7040864208,0.7280877192982456,54.32700076368726,5339.909559064348,0.9949905460349219
0.0,0.167,0,0,4.0,16.499,0.8,0.85,19595.181986126798,5320.933051284063,95.2532695622807,1.0687034215087468,0.9914546348683946,1.0141934752956647,1.0687034215087468,0.9914546348683946,1.0141934752956647,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.64005788746667,0.7280877192982456,54.13393817690212,5320.933051284063,0.9914546348683946
