Scenario,R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized
OC_fixed_full,0.75,0.75,3,2,1.0,0.7,18069.859566339746,5319.293278202088,90.73139592016429,0.9855137226284542,0.9911490943538669,0.9660475715905184
OC_fixed_full,0.75,0.75,3,2,1.0,0.75,18081.861883846886,5291.176447059702,89.0174559996846,0.9861683181200906,0.9859100578380431,0.9477986790077528
OC_fixed_full,0.75,0.75,3,2,1.0,0.8,18228.358903445016,5266.405926736486,88.92901454526562,0.9941581324630347,0.981294542674471,0.946857013210562
OC_fixed_full,0.75,0.75,3,2,1.0,0.8500000000000001,19223.139853253837,5247.471380179934,92.97066461591822,1.0484125816161527,0.9777664501836071,0.9898898156531493
OC_fixed_full,0.75,0.75,3,2,1.0,0.9,21227.246874215693,5233.4973334154865,101.61847138,1.1577147576249291,0.975162652447581,1.0819659116869436
